schedule_id,aircraft_id,location_id,start_time,end_time,status,instructor_id,student_id
SCH_244,N0001,LOC_1,2024-03-06 08:00:00,2024-03-06 10:00:00,Completed,INST_17,STUD_178
SCH_245,N0001,LOC_3,2024-03-06 07:00:00,2024-03-06 09:00:00,Completed,INST_12,STUD_8
SCH_246,N0001,LOC_3,2024-03-06 08:30:00,2024-03-06 10:00:00,Completed,INST_8,STUD_43
SCH_247,N0001,LOC_1,2024-03-06 11:30:00,2024-03-06 12:30:00,Completed,INST_7,STUD_50
SCH_248,N0002,LOC_1,2024-03-06 10:30:00,2024-03-06 12:00:00,Completed,INST_6,STUD_127
SCH_249,N0002,LOC_3,2024-03-06 07:00:00,2024-03-06 09:00:00,Completed,INST_14,STUD_194
SCH_250,N0002,LOC_2,2024-03-06 09:00:00,2024-03-06 11:00:00,Canceled,INST_20,STUD_61
SCH_251,N0002,LOC_3,2024-03-06 12:30:00,2024-03-06 13:30:00,Completed,INST_8,STUD_93
SCH_252,N0003,LOC_3,2024-03-06 08:30:00,2024-03-06 09:30:00,Completed,INST_10,STUD_126
SCH_253,N0003,LOC_1,2024-03-06 15:30:00,2024-03-06 17:00:00,Completed,INST_20,STUD_75
SCH_254,N0003,LOC_1,2024-03-06 10:30:00,2024-03-06 11:30:00,Completed,INST_17,STUD_68
SCH_255,N0003,LOC_1,2024-03-06 14:30:00,2024-03-06 15:30:00,Completed,INST_20,STUD_88
SCH_256,N0003,LOC_2,2024-03-06 11:00:00,2024-03-06 12:30:00,Completed,INST_10,STUD_140
SCH_257,N0004,LOC_1,2024-03-06 17:30:00,2024-03-06 19:30:00,Completed,INST_19,STUD_150
SCH_258,N0004,LOC_1,2024-03-06 13:00:00,2024-03-06 14:30:00,Completed,INST_13,STUD_105
SCH_259,N0004,LOC_3,2024-03-06 18:30:00,2024-03-06 20:00:00,No-Show,INST_1,STUD_160
SCH_260,N0004,LOC_2,2024-03-06 11:30:00,2024-03-06 13:00:00,Completed,INST_15,STUD_166
SCH_261,N0004,LOC_3,2024-03-06 06:00:00,2024-03-06 07:30:00,Completed,INST_3,STUD_55
SCH_262,N0004,LOC_2,2024-03-06 13:00:00,2024-03-06 14:30:00,Completed,INST_19,STUD_10
SCH_263,N0005,LOC_3,2024-03-06 11:00:00,2024-03-06 12:00:00,Completed,INST_11,STUD_118
SCH_264,N0005,LOC_2,2024-03-06 08:00:00,2024-03-06 09:00:00,Completed,INST_7,STUD_138
SCH_265,N0005,LOC_3,2024-03-06 18:30:00,2024-03-06 20:00:00,Completed,INST_3,STUD_6
SCH_266,N0005,LOC_1,2024-03-06 17:30:00,2024-03-06 18:30:00,Completed,INST_12,STUD_117
SCH_267,N0005,LOC_2,2024-03-06 06:00:00,2024-03-06 07:30:00,Completed,INST_5,STUD_29
SCH_268,N0006,LOC_3,2024-03-06 07:00:00,2024-03-06 08:00:00,Completed,INST_3,STUD_157
SCH_269,N0006,LOC_2,2024-03-06 13:00:00,2024-03-06 15:00:00,Completed,INST_18,STUD_59
SCH_270,N0006,LOC_3,2024-03-06 08:30:00,2024-03-06 10:30:00,Completed,INST_7,STUD_116
SCH_271,N0006,LOC_3,2024-03-06 07:00:00,2024-03-06 08:30:00,Completed,INST_1,STUD_107
SCH_272,N0007,LOC_2,2024-03-06 08:00:00,2024-03-06 09:30:00,Completed,INST_15,STUD_196
SCH_273,N0007,LOC_3,2024-03-06 15:00:00,2024-03-06 17:00:00,Completed,INST_4,STUD_10
SCH_274,N0007,LOC_3,2024-03-06 09:00:00,2024-03-06 11:00:00,Completed,INST_8,STUD_124
SCH_275,N0007,LOC_2,2024-03-06 18:00:00,2024-03-06 19:00:00,Completed,INST_9,STUD_60
SCH_276,N0008,LOC_1,2024-03-06 11:30:00,2024-03-06 13:00:00,Completed,INST_12,STUD_137
SCH_277,N0008,LOC_2,2024-03-06 13:00:00,2024-03-06 14:30:00,Completed,INST_20,STUD_114
SCH_278,N0008,LOC_2,2024-03-06 13:30:00,2024-03-06 14:30:00,Completed,INST_7,STUD_39
SCH_279,N0008,LOC_1,2024-03-06 06:00:00,2024-03-06 07:00:00,No-Show,INST_2,STUD_163
SCH_280,N0008,LOC_2,2024-03-06 08:00:00,2024-03-06 10:00:00,Completed,INST_12,STUD_71
SCH_281,N0008,LOC_2,2024-03-06 10:30:00,2024-03-06 12:30:00,Completed,INST_15,STUD_194
SCH_282,N0009,LOC_3,2024-03-06 15:30:00,2024-03-06 17:30:00,Canceled,INST_18,STUD_78
SCH_283,N0009,LOC_3,2024-03-06 14:30:00,2024-03-06 16:30:00,Canceled,INST_6,STUD_111
SCH_284,N0009,LOC_1,2024-03-06 09:30:00,2024-03-06 11:30:00,Completed,INST_13,STUD_16
SCH_285,N0009,LOC_3,2024-03-06 16:30:00,2024-03-06 17:30:00,Completed,INST_12,STUD_62
SCH_286,N0009,LOC_2,2024-03-06 16:00:00,2024-03-06 18:00:00,Completed,INST_6,STUD_60
SCH_287,N0009,LOC_3,2024-03-06 11:00:00,2024-03-06 12:30:00,Completed,INST_3,STUD_128
SCH_288,N0010,LOC_1,2024-03-06 16:00:00,2024-03-06 17:30:00,Canceled,INST_11,STUD_119
SCH_289,N0010,LOC_3,2024-03-06 12:00:00,2024-03-06 14:00:00,Completed,INST_19,STUD_72
SCH_290,N0010,LOC_3,2024-03-06 12:30:00,2024-03-06 13:30:00,Completed,INST_6,STUD_139
SCH_291,N0010,LOC_2,2024-03-06 18:00:00,2024-03-06 20:00:00,Completed,INST_4,STUD_197
SCH_292,N0010,LOC_1,2024-03-06 14:30:00,2024-03-06 15:30:00,Canceled,INST_20,STUD_15
SCH_293,N0001,LOC_1,2024-03-07 06:30:00,2024-03-07 08:30:00,Completed,INST_6,STUD_1
SCH_294,N0001,LOC_3,2024-03-07 07:30:00,2024-03-07 08:30:00,Completed,INST_2,STUD_139
SCH_295,N0001,LOC_3,2024-03-07 06:00:00,2024-03-07 07:00:00,Completed,INST_11,STUD_196
SCH_296,N0001,LOC_2,2024-03-07 08:30:00,2024-03-07 10:00:00,Completed,INST_13,STUD_60
SCH_297,N0001,LOC_3,2024-03-07 15:30:00,2024-03-07 16:30:00,Completed,INST_4,STUD_155
SCH_298,N0002,LOC_3,2024-03-07 15:00:00,2024-03-07 16:30:00,Completed,INST_1,STUD_1
SCH_299,N0002,LOC_3,2024-03-07 17:30:00,2024-03-07 18:30:00,Completed,INST_13,STUD_76
SCH_300,N0002,LOC_2,2024-03-07 13:00:00,2024-03-07 14:30:00,Completed,INST_17,STUD_58
SCH_301,N0002,LOC_3,2024-03-07 08:00:00,2024-03-07 10:00:00,Completed,INST_18,STUD_9
SCH_302,N0003,LOC_3,2024-03-07 17:30:00,2024-03-07 18:30:00,Completed,INST_7,STUD_85
SCH_303,N0003,LOC_3,2024-03-07 18:30:00,2024-03-07 20:00:00,Completed,INST_8,STUD_4
SCH_304,N0003,LOC_2,2024-03-07 06:00:00,2024-03-07 07:30:00,Completed,INST_16,STUD_17
SCH_305,N0003,LOC_1,2024-03-07 10:00:00,2024-03-07 12:00:00,Completed,INST_9,STUD_29
SCH_306,N0003,LOC_3,2024-03-07 11:30:00,2024-03-07 13:30:00,Canceled,INST_9,STUD_192
SCH_307,N0003,LOC_3,2024-03-07 13:30:00,2024-03-07 15:30:00,Completed,INST_12,STUD_87
SCH_308,N0004,LOC_1,2024-03-07 13:30:00,2024-03-07 15:30:00,Completed,INST_14,STUD_190
SCH_309,N0004,LOC_1,2024-03-07 13:30:00,2024-03-07 15:30:00,Completed,INST_14,STUD_178
SCH_310,N0004,LOC_2,2024-03-07 09:30:00,2024-03-07 10:30:00,Completed,INST_10,STUD_126
SCH_311,N0004,LOC_2,2024-03-07 16:00:00,2024-03-07 17:00:00,Completed,INST_16,STUD_100
SCH_312,N0005,LOC_1,2024-03-07 07:30:00,2024-03-07 08:30:00,Completed,INST_6,STUD_113
SCH_313,N0005,LOC_1,2024-03-07 17:30:00,2024-03-07 19:30:00,Completed,INST_16,STUD_59
SCH_314,N0005,LOC_3,2024-03-07 11:00:00,2024-03-07 13:00:00,Completed,INST_3,STUD_10
SCH_315,N0005,LOC_2,2024-03-07 11:00:00,2024-03-07 13:00:00,Canceled,INST_16,STUD_93
SCH_316,N0006,LOC_3,2024-03-07 13:00:00,2024-03-07 15:00:00,Completed,INST_3,STUD_169
SCH_317,N0006,LOC_3,2024-03-07 06:00:00,2024-03-07 08:00:00,Completed,INST_11,STUD_39
SCH_318,N0006,LOC_3,2024-03-07 06:00:00,2024-03-07 08:00:00,No-Show,INST_5,STUD_12
SCH_319,N0006,LOC_1,2024-03-07 08:30:00,2024-03-07 09:30:00,Completed,INST_7,STUD_1
SCH_320,N0006,LOC_3,2024-03-07 14:30:00,2024-03-07 15:30:00,Completed,INST_16,STUD_174
SCH_321,N0007,LOC_2,2024-03-07 08:00:00,2024-03-07 09:30:00,Canceled,INST_20,STUD_106
SCH_322,N0007,LOC_3,2024-03-07 06:30:00,2024-03-07 07:30:00,Completed,INST_10,STUD_187
SCH_323,N0007,LOC_1,2024-03-07 06:00:00,2024-03-07 07:30:00,Completed,INST_15,STUD_162
SCH_324,N0007,LOC_2,2024-03-07 09:00:00,2024-03-07 10:30:00,Completed,INST_8,STUD_89
SCH_325,N0007,LOC_3,2024-03-07 17:00:00,2024-03-07 19:00:00,Canceled,INST_8,STUD_90
SCH_326,N0008,LOC_3,2024-03-07 09:30:00,2024-03-07 10:30:00,Completed,INST_15,STUD_133
SCH_327,N0008,LOC_1,2024-03-07 12:30:00,2024-03-07 14:00:00,Canceled,INST_1,STUD_59
SCH_328,N0008,LOC_2,2024-03-07 10:30:00,2024-03-07 12:30:00,Completed,INST_9,STUD_188
SCH_329,N0008,LOC_3,2024-03-07 18:30:00,2024-03-07 19:30:00,Completed,INST_6,STUD_119
SCH_330,N0009,LOC_1,2024-03-07 09:00:00,2024-03-07 11:00:00,Completed,INST_1,STUD_90
SCH_331,N0009,LOC_2,2024-03-07 06:30:00,2024-03-07 08:30:00,Completed,INST_12,STUD_35
SCH_332,N0009,LOC_2,2024-03-07 13:00:00,2024-03-07 14:30:00,Completed,INST_8,STUD_161
SCH_333,N0009,LOC_1,2024-03-07 13:30:00,2024-03-07 14:30:00,Completed,INST_6,STUD_68
SCH_334,N0009,LOC_2,2024-03-07 16:00:00,2024-03-07 18:00:00,Canceled,INST_10,STUD_135
SCH_335,N0010,LOC_2,2024-03-07 08:00:00,2024-03-07 09:30:00,Completed,INST_2,STUD_172
SCH_336,N0010,LOC_2,2024-03-07 12:00:00,2024-03-07 13:00:00,Completed,INST_5,STUD_148
SCH_337,N0010,LOC_2,2024-03-07 17:00:00,2024-03-07 18:00:00,Completed,INST_11,STUD_18
SCH_338,N0010,LOC_3,2024-03-07 09:30:00,2024-03-07 11:00:00,Completed,INST_4,STUD_42
SCH_339,N0010,LOC_3,2024-03-07 10:00:00,2024-03-07 12:00:00,Completed,INST_11,STUD_89
SCH_340,N0001,LOC_1,2024-03-08 09:00:00,2024-03-08 10:00:00,Completed,INST_20,STUD_38
SCH_341,N0001,LOC_2,2024-03-08 09:00:00,2024-03-08 11:00:00,Completed,INST_17,STUD_109
SCH_342,N0001,LOC_2,2024-03-08 11:00:00,2024-03-08 12:00:00,Completed,INST_19,STUD_144
SCH_343,N0001,LOC_2,2024-03-08 06:30:00,2024-03-08 08:00:00,Completed,INST_8,STUD_130
SCH_344,N0001,LOC_3,2024-03-08 17:00:00,2024-03-08 18:30:00,Completed,INST_8,STUD_119
SCH_345,N0002,LOC_1,2024-03-08 12:00:00,2024-03-08 13:30:00,Completed,INST_20,STUD_103
SCH_346,N0002,LOC_1,2024-03-08 11:30:00,2024-03-08 13:30:00,Completed,INST_2,STUD_159
SCH_347,N0002,LOC_2,2024-03-08 14:30:00,2024-03-08 16:30:00,Completed,INST_16,STUD_7
SCH_348,N0002,LOC_2,2024-03-08 15:00:00,2024-03-08 16:00:00,Completed,INST_19,STUD_95
SCH_349,N0003,LOC_1,2024-03-08 11:30:00,2024-03-08 13:00:00,Completed,INST_7,STUD_112
SCH_350,N0003,LOC_2,2024-03-08 12:00:00,2024-03-08 13:00:00,Completed,INST_4,STUD_172
SCH_351,N0003,LOC_2,2024-03-08 11:30:00,2024-03-08 12:30:00,Completed,INST_12,STUD_72
SCH_352,N0003,LOC_2,2024-03-08 06:00:00,2024-03-08 07:30:00,Completed,INST_9,STUD_76
SCH_353,N0004,LOC_1,2024-03-08 12:00:00,2024-03-08 13:30:00,Completed,INST_19,STUD_196
SCH_354,N0004,LOC_1,2024-03-08 09:00:00,2024-03-08 10:00:00,Completed,INST_4,STUD_23
SCH_355,N0004,LOC_3,2024-03-08 06:00:00,2024-03-08 07:30:00,Completed,INST_4,STUD_111
SCH_356,N0004,LOC_1,2024-03-08 15:00:00,2024-03-08 16:00:00,Completed,INST_15,STUD_164
SCH_357,N0005,LOC_1,2024-03-08 14:00:00,2024-03-08 16:00:00,Completed,INST_19,STUD_180
SCH_358,N0005,LOC_1,2024-03-08 13:30:00,2024-03-08 14:30:00,Canceled,INST_3,STUD_98
SCH_359,N0005,LOC_2,2024-03-08 09:30:00,2024-03-08 10:30:00,Canceled,INST_17,STUD_109
SCH_360,N0005,LOC_3,2024-03-08 15:00:00,2024-03-08 16:30:00,Completed,INST_3,STUD_42
SCH_361,N0006,LOC_2,2024-03-08 07:30:00,2024-03-08 09:00:00,Completed,INST_13,STUD_20
SCH_362,N0006,LOC_1,2024-03-08 18:30:00,2024-03-08 19:30:00,Completed,INST_16,STUD_116
SCH_363,N0006,LOC_1,2024-03-08 15:30:00,2024-03-08 16:30:00,Completed,INST_10,STUD_153
SCH_364,N0006,LOC_2,2024-03-08 08:00:00,2024-03-08 09:00:00,Completed,INST_6,STUD_3
SCH_365,N0007,LOC_3,2024-03-08 13:30:00,2024-03-08 15:00:00,Completed,INST_2,STUD_131
SCH_366,N0007,LOC_2,2024-03-08 13:30:00,2024-03-08 15:30:00,Completed,INST_14,STUD_182
SCH_367,N0007,LOC_2,2024-03-08 06:00:00,2024-03-08 08:00:00,Canceled,INST_11,STUD_135
SCH_368,N0007,LOC_1,2024-03-08 13:00:00,2024-03-08 14:00:00,Completed,INST_2,STUD_17
SCH_369,N0007,LOC_2,2024-03-08 07:00:00,2024-03-08 08:00:00,Completed,INST_13,STUD_61
SCH_370,N0008,LOC_1,2024-03-08 13:30:00,2024-03-08 14:30:00,Completed,INST_4,STUD_156
SCH_371,N0008,LOC_1,2024-03-08 16:30:00,2024-03-08 18:00:00,Completed,INST_6,STUD_127
SCH_372,N0008,LOC_1,2024-03-08 06:30:00,2024-03-08 07:30:00,Completed,INST_2,STUD_162
SCH_373,N0008,LOC_2,2024-03-08 18:30:00,2024-03-08 19:30:00,Completed,INST_2,STUD_17
SCH_374,N0009,LOC_1,2024-03-08 13:30:00,2024-03-08 14:30:00,Completed,INST_16,STUD_105
SCH_375,N0009,LOC_1,2024-03-08 07:30:00,2024-03-08 08:30:00,Completed,INST_6,STUD_181
SCH_376,N0009,LOC_1,2024-03-08 16:00:00,2024-03-08 18:00:00,Canceled,INST_17,STUD_200
SCH_377,N0009,LOC_3,2024-03-08 09:00:00,2024-03-08 10:30:00,Canceled,INST_5,STUD_35
SCH_378,N0010,LOC_1,2024-03-08 10:30:00,2024-03-08 12:30:00,Completed,INST_2,STUD_150
SCH_379,N0010,LOC_3,2024-03-08 14:00:00,2024-03-08 15:30:00,Completed,INST_4,STUD_96
SCH_380,N0010,LOC_1,2024-03-08 12:00:00,2024-03-08 13:00:00,Completed,INST_4,STUD_15
SCH_381,N0010,LOC_1,2024-03-08 08:00:00,2024-03-08 09:30:00,Completed,INST_1,STUD_175
SCH_382,N0001,LOC_2,2024-03-09 14:00:00,2024-03-09 15:00:00,Completed,INST_8,STUD_149
SCH_383,N0001,LOC_2,2024-03-09 09:30:00,2024-03-09 10:30:00,Completed,INST_19,STUD_87
SCH_384,N0001,LOC_3,2024-03-09 17:30:00,2024-03-09 19:30:00,Completed,INST_6,STUD_91
SCH_385,N0001,LOC_2,2024-03-09 13:00:00,2024-03-09 14:30:00,Canceled,INST_20,STUD_189
SCH_386,N0002,LOC_2,2024-03-09 15:00:00,2024-03-09 16:00:00,Canceled,INST_12,STUD_28
SCH_387,N0002,LOC_2,2024-03-09 15:00:00,2024-03-09 17:00:00,Completed,INST_14,STUD_74
SCH_388,N0002,LOC_1,2024-03-09 17:00:00,2024-03-09 18:00:00,Completed,INST_6,STUD_55
SCH_389,N0002,LOC_3,2024-03-09 13:00:00,2024-03-09 14:30:00,No-Show,INST_11,STUD_92
SCH_390,N0002,LOC_3,2024-03-09 09:00:00,2024-03-09 10:30:00,Completed,INST_10,STUD_140
SCH_391,N0002,LOC_2,2024-03-09 09:00:00,2024-03-09 11:00:00,Canceled,INST_17,STUD_198
SCH_392,N0003,LOC_3,2024-03-09 08:00:00,2024-03-09 10:00:00,Completed,INST_4,STUD_200
SCH_393,N0003,LOC_2,2024-03-09 06:00:00,2024-03-09 08:00:00,Completed,INST_3,STUD_55
SCH_394,N0003,LOC_2,2024-03-09 18:30:00,2024-03-09 19:30:00,Completed,INST_16,STUD_135
SCH_395,N0003,LOC_2,2024-03-09 11:30:00,2024-03-09 12:30:00,Completed,INST_10,STUD_168
SCH_396,N0003,LOC_3,2024-03-09 18:00:00,2024-03-09 19:30:00,Completed,INST_18,STUD_29
SCH_397,N0003,LOC_3,2024-03-09 16:00:00,2024-03-09 17:30:00,No-Show,INST_2,STUD_129
SCH_398,N0004,LOC_2,2024-03-09 11:00:00,2024-03-09 12:00:00,Completed,INST_1,STUD_125
SCH_399,N0004,LOC_1,2024-03-09 08:00:00,2024-03-09 09:30:00,Completed,INST_4,STUD_85
SCH_400,N0004,LOC_3,2024-03-09 10:30:00,2024-03-09 11:30:00,Completed,INST_17,STUD_163
SCH_401,N0004,LOC_2,2024-03-09 13:00:00,2024-03-09 14:30:00,Completed,INST_17,STUD_97
SCH_402,N0004,LOC_1,2024-03-09 14:30:00,2024-03-09 16:00:00,Completed,INST_1,STUD_49
SCH_403,N0004,LOC_3,2024-03-09 14:30:00,2024-03-09 16:30:00,Completed,INST_10,STUD_41
SCH_404,N0005,LOC_1,2024-03-09 10:30:00,2024-03-09 12:30:00,No-Show,INST_15,STUD_136
SCH_405,N0005,LOC_3,2024-03-09 16:30:00,2024-03-09 18:30:00,Completed,INST_13,STUD_155
SCH_406,N0005,LOC_1,2024-03-09 11:30:00,2024-03-09 13:30:00,Completed,INST_2,STUD_149
SCH_407,N0005,LOC_1,2024-03-09 08:00:00,2024-03-09 10:00:00,Completed,INST_2,STUD_71
SCH_408,N0006,LOC_1,2024-03-09 13:00:00,2024-03-09 14:00:00,Completed,INST_11,STUD_161
SCH_409,N0006,LOC_1,2024-03-09 13:00:00,2024-03-09 15:00:00,Completed,INST_12,STUD_52
SCH_410,N0006,LOC_2,2024-03-09 17:00:00,2024-03-09 19:00:00,Completed,INST_19,STUD_151
SCH_411,N0006,LOC_3,2024-03-09 06:00:00,2024-03-09 07:30:00,Completed,INST_7,STUD_72
SCH_412,N0006,LOC_3,2024-03-09 09:00:00,2024-03-09 10:30:00,Completed,INST_8,STUD_48
SCH_413,N0007,LOC_3,2024-03-09 07:30:00,2024-03-09 09:00:00,Completed,INST_11,STUD_77
SCH_414,N0007,LOC_1,2024-03-09 11:30:00,2024-03-09 13:30:00,Completed,INST_3,STUD_125
SCH_415,N0007,LOC_3,2024-03-09 15:00:00,2024-03-09 17:00:00,Completed,INST_13,STUD_161
SCH_416,N0007,LOC_1,2024-03-09 14:30:00,2024-03-09 15:30:00,Completed,INST_2,STUD_70
SCH_417,N0007,LOC_3,2024-03-09 18:00:00,2024-03-09 20:00:00,Completed,INST_6,STUD_67
SCH_418,N0007,LOC_3,2024-03-09 12:30:00,2024-03-09 14:30:00,Completed,INST_1,STUD_166
SCH_419,N0008,LOC_2,2024-03-09 10:00:00,2024-03-09 11:00:00,Completed,INST_1,STUD_151
SCH_420,N0008,LOC_1,2024-03-09 17:00:00,2024-03-09 19:00:00,Completed,INST_20,STUD_172
SCH_421,N0008,LOC_2,2024-03-09 18:00:00,2024-03-09 20:00:00,Completed,INST_9,STUD_49
SCH_422,N0008,LOC_2,2024-03-09 14:30:00,2024-03-09 16:00:00,Completed,INST_13,STUD_62
SCH_423,N0008,LOC_3,2024-03-09 16:00:00,2024-03-09 18:00:00,Completed,INST_6,STUD_188
SCH_424,N0008,LOC_2,2024-03-09 07:30:00,2024-03-09 08:30:00,Completed,INST_18,STUD_193
SCH_425,N0009,LOC_1,2024-03-09 17:00:00,2024-03-09 18:30:00,Completed,INST_15,STUD_168
SCH_426,N0009,LOC_2,2024-03-09 18:30:00,2024-03-09 19:30:00,Canceled,INST_1,STUD_31
SCH_427,N0009,LOC_1,2024-03-09 13:30:00,2024-03-09 15:00:00,Completed,INST_7,STUD_150
SCH_428,N0009,LOC_3,2024-03-09 10:30:00,2024-03-09 12:30:00,Completed,INST_15,STUD_188
SCH_429,N0009,LOC_1,2024-03-09 06:30:00,2024-03-09 07:30:00,Completed,INST_20,STUD_35
SCH_430,N0010,LOC_1,2024-03-09 06:30:00,2024-03-09 08:30:00,Completed,INST_8,STUD_182
SCH_431,N0010,LOC_2,2024-03-09 17:30:00,2024-03-09 18:30:00,Completed,INST_5,STUD_6
SCH_432,N0010,LOC_3,2024-03-09 18:00:00,2024-03-09 19:00:00,Completed,INST_17,STUD_189
SCH_433,N0010,LOC_3,2024-03-09 17:30:00,2024-03-09 19:00:00,Completed,INST_7,STUD_132
SCH_434,N0010,LOC_2,2024-03-09 08:00:00,2024-03-09 10:00:00,Completed,INST_11,STUD_125
SCH_435,N0001,LOC_2,2024-03-10 06:30:00,2024-03-10 08:30:00,Completed,INST_16,STUD_59
SCH_436,N0001,LOC_2,2024-03-10 11:00:00,2024-03-10 12:00:00,Completed,INST_13,STUD_115
SCH_437,N0001,LOC_1,2024-03-10 16:00:00,2024-03-10 18:00:00,Completed,INST_19,STUD_4
SCH_438,N0001,LOC_3,2024-03-10 08:30:00,2024-03-10 10:00:00,Completed,INST_5,STUD_135
SCH_439,N0001,LOC_2,2024-03-10 18:00:00,2024-03-10 19:00:00,Completed,INST_13,STUD_51
SCH_440,N0002,LOC_3,2024-03-10 17:00:00,2024-03-10 18:00:00,Canceled,INST_1,STUD_161
SCH_441,N0002,LOC_3,2024-03-10 06:30:00,2024-03-10 08:00:00,Canceled,INST_15,STUD_76
SCH_442,N0002,LOC_3,2024-03-10 10:30:00,2024-03-10 11:30:00,Completed,INST_1,STUD_97
SCH_443,N0002,LOC_3,2024-03-10 10:30:00,2024-03-10 12:00:00,Completed,INST_18,STUD_176
SCH_444,N0003,LOC_1,2024-03-10 06:00:00,2024-03-10 07:00:00,Canceled,INST_4,STUD_101
SCH_445,N0003,LOC_2,2024-03-10 17:00:00,2024-03-10 18:30:00,Completed,INST_20,STUD_94
SCH_446,N0003,LOC_2,2024-03-10 12:00:00,2024-03-10 14:00:00,Canceled,INST_3,STUD_178
SCH_447,N0003,LOC_1,2024-03-10 09:30:00,2024-03-10 11:00:00,Completed,INST_3,STUD_20
SCH_448,N0003,LOC_1,2024-03-10 09:30:00,2024-03-10 10:30:00,Completed,INST_1,STUD_76
SCH_449,N0004,LOC_1,2024-03-10 17:30:00,2024-03-10 18:30:00,Completed,INST_15,STUD_51
SCH_450,N0004,LOC_3,2024-03-10 18:30:00,2024-03-10 20:30:00,Completed,INST_18,STUD_124
SCH_451,N0004,LOC_2,2024-03-10 13:00:00,2024-03-10 15:00:00,Completed,INST_18,STUD_103
SCH_452,N0004,LOC_2,2024-03-10 18:30:00,2024-03-10 20:00:00,Completed,INST_5,STUD_29
SCH_453,N0004,LOC_1,2024-03-10 06:30:00,2024-03-10 07:30:00,Completed,INST_20,STUD_150
SCH_454,N0005,LOC_1,2024-03-10 17:00:00,2024-03-10 18:30:00,Completed,INST_17,STUD_140
SCH_455,N0005,LOC_2,2024-03-10 18:00:00,2024-03-10 20:00:00,Completed,INST_4,STUD_15
SCH_456,N0005,LOC_3,2024-03-10 18:00:00,2024-03-10 19:30:00,Completed,INST_12,STUD_191
SCH_457,N0005,LOC_2,2024-03-10 17:00:00,2024-03-10 18:30:00,Completed,INST_19,STUD_90
SCH_458,N0005,LOC_1,2024-03-10 16:30:00,2024-03-10 18:30:00,Canceled,INST_18,STUD_169
SCH_459,N0005,LOC_1,2024-03-10 14:00:00,2024-03-10 15:00:00,Completed,INST_10,STUD_31
SCH_460,N0006,LOC_2,2024-03-10 12:30:00,2024-03-10 13:30:00,Canceled,INST_12,STUD_50
SCH_461,N0006,LOC_2,2024-03-10 14:00:00,2024-03-10 15:00:00,Completed,INST_5,STUD_193
SCH_462,N0006,LOC_2,2024-03-10 10:30:00,2024-03-10 12:30:00,Completed,INST_4,STUD_19
SCH_463,N0006,LOC_3,2024-03-10 18:30:00,2024-03-10 20:00:00,Completed,INST_6,STUD_144
SCH_464,N0007,LOC_3,2024-03-10 11:00:00,2024-03-10 13:00:00,Completed,INST_20,STUD_22
SCH_465,N0007,LOC_2,2024-03-10 07:00:00,2024-03-10 08:00:00,Completed,INST_9,STUD_83
SCH_466,N0007,LOC_2,2024-03-10 14:30:00,2024-03-10 16:00:00,Canceled,INST_12,STUD_82
SCH_467,N0007,LOC_2,2024-03-10 15:30:00,2024-03-10 17:30:00,Completed,INST_10,STUD_129
SCH_468,N0007,LOC_2,2024-03-10 18:30:00,2024-03-10 19:30:00,Completed,INST_3,STUD_102
SCH_469,N0008,LOC_2,2024-03-10 08:30:00,2024-03-10 10:00:00,Completed,INST_3,STUD_83
SCH_470,N0008,LOC_2,2024-03-10 15:00:00,2024-03-10 16:30:00,Completed,INST_15,STUD_173
SCH_471,N0008,LOC_3,2024-03-10 09:00:00,2024-03-10 11:00:00,Completed,INST_5,STUD_51
SCH_472,N0008,LOC_1,2024-03-10 06:30:00,2024-03-10 08:00:00,Completed,INST_20,STUD_67
SCH_473,N0008,LOC_2,2024-03-10 17:30:00,2024-03-10 19:00:00,Completed,INST_9,STUD_172
SCH_474,N0009,LOC_2,2024-03-10 06:30:00,2024-03-10 08:30:00,Completed,INST_3,STUD_75
SCH_475,N0009,LOC_3,2024-03-10 09:00:00,2024-03-10 10:30:00,Completed,INST_8,STUD_199
SCH_476,N0009,LOC_2,2024-03-10 07:00:00,2024-03-10 09:00:00,Completed,INST_6,STUD_170
SCH_477,N0009,LOC_3,2024-03-10 10:30:00,2024-03-10 12:00:00,Completed,INST_9,STUD_101
SCH_478,N0009,LOC_1,2024-03-10 08:30:00,2024-03-10 10:00:00,Completed,INST_19,STUD_167
SCH_479,N0009,LOC_3,2024-03-10 14:00:00,2024-03-10 16:00:00,Completed,INST_8,STUD_99
SCH_480,N0010,LOC_1,2024-03-10 13:30:00,2024-03-10 14:30:00,Completed,INST_12,STUD_191
SCH_481,N0010,LOC_2,2024-03-10 13:30:00,2024-03-10 14:30:00,Canceled,INST_6,STUD_175
SCH_482,N0010,LOC_1,2024-03-10 18:00:00,2024-03-10 19:00:00,Completed,INST_17,STUD_68
SCH_483,N0010,LOC_2,2024-03-10 08:00:00,2024-03-10 10:00:00,Completed,INST_13,STUD_65
SCH_484,N0010,LOC_3,2024-03-10 17:00:00,2024-03-10 18:30:00,Completed,INST_11,STUD_179
SCH_485,N0001,LOC_3,2024-03-11 18:30:00,2024-03-11 19:30:00,Canceled,INST_11,STUD_27
SCH_486,N0001,LOC_1,2024-03-11 09:00:00,2024-03-11 10:00:00,Completed,INST_3,STUD_130
SCH_487,N0001,LOC_3,2024-03-11 07:30:00,2024-03-11 09:30:00,Completed,INST_7,STUD_184
